Category,Description
neutral,"Galeria Podlaska , a shopping mall on Wysockiego Street in Bia ` ystok , is approximately 60-percent leased or reserved ."
positive,"However , he expects banks to provide alternative financing ."
neutral,"In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 ."
positive,"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn ."
neutral,"In beers , Olvi retained its market position ."
positive,Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .
positive,It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .
positive,It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .
positive,It is in line with its plans to focus on selected growth segments and streamline corporate structure .
positive,"It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion ."
positive,It will also strengthen Ruukki 's offshore business .
positive,"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates ."
positive,"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) ."
positive,Metso will supply the equipment for two process lines at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploits Tapuli and Sahavaara iron ore deposits .
positive,"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier ."
neutral,Net profit in the period in 2009 was ( EURO ) 29 million .
neutral,Net sales are expected to remain on the same level as in 2007 .
neutral,Net sales in 2006 totaled EUR 302 million and the operating margin was 16 % .
neutral,Net sales of the Lehdentekijat unit was approximately EUR 14 million in 2007 and it had 70 employees .
neutral,Nokia Corp of Finland Tuesday said it has received a unified device managment contract with Finnish operator Elisa Oyj .
neutral,Operating profit totaled EUR 18.6 mn or 8.3 % of net sales .
positive,"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 ."
positive,"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 ."
positive,"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 ."
neutral,"Previously , Vaahto Pulp has supplied headboxes with rectifier roll and dilution control technology for Stora Enso 's mill in Imatra , eastern Finland ."
positive,"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously ."
neutral,Scanfil expects net sales in 2008 to remain at the 2007 level .
positive,"SINGAPORE ( ICIS ) -- ( 1 ) Kemira and Indian water infrastructure firm ( 2 ) IVRCL have agreed to form a join venture which includes a new inorganic coagulant manufacturing facility in Andhra Pradesh state , India , the Finnish water treatment chemicals maker said on Tuesday ."
positive,"SOUTHFIELD , Mich. -- Central Corporate Credit Union will again distribute patronage dividends to members by waiving all service fees incurred during the months of July and November 2008 , to the tune of an estimated $ 1 million ."
positive,"Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order ."
neutral,Tekla Group 's net sales for 2005 were approximately 38 million euros .
neutral,"The agreement , which will cover monitoring , maintenance , server capacity service and backups , has a one-year extension option ."
neutral,The company also said that its board of directors has proposed a profit distribution of EUR0 .92 per share .
neutral,The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .
positive,The company feels these leases are prime locations due to several producing formations in the immediate area .
neutral,The earnings in the comparative period included a capital gain of EUR 8mn from the sale of OMX shares .
neutral,The German subsidiary will produce software development services for Ixonos Telecommunications Business Unit 's client projects .
neutral,The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .
positive,The group will expand the chain to include 45 stores .
positive,"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 ."
positive,These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .
neutral,"Under the agreement , Japrotek will deliver nine storage tanks in the volume range of 1,000 cu m to 3,000 cu m with included agitators ."
neutral,Under the terms of this agreement Lextel Group has committed to an opening order of EUR3 .75 m for Benefon mobile units to be co-branded with Capitel for the China market .
positive,"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year ."
positive,"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno ."
positive,"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year ."
positive,"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal ."
positive,"agreement with SHB 30 December 2009 - Finnish financial services group Aktia HEL : AKTAV has concluded a market making agreement with Svenska Handelsbanken STO : SHB A , or SHB , the two parties said today ."
positive,"AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment ."
