Category,description
neutral,the company also said that it board of director ha proposed a profit distribution of eur0 .92 per share .
neutral,the company expects net sale of 65 mln euro ( $ 85.1 mln ) for 2006 .
positive,the company feel these lease are prime location due to several producing formation in the immediate area .
neutral,the earnings in the comparative period included a capital gain of eur 8mn from the sale of omx share .
neutral,the german subsidiary will produce software development service for ixonos telecommunication business unit client project .
neutral,the group revenue in 2008 amounted to eur 94 million and the company currently employ approximately 730 people .
positive,the group will expand the chain to include 45 store .
positive,then it said the contract wa estimated to contribute more than eur150m to it net sale in 2010 .
positive,these measure are expected to produce annual cost saving of eur 1.5 million starting in 2007 .
neutral,"under the agreement japrotek will deliver nine storage tank in the volume range of 1,000 cu m to 3,000 cu m with included agitator ."
neutral,under the term of this agreement lextel group ha committed to an opening order of eur3 .75 m for benefon mobile unit to be co-branded with capitel for the china market .
positive,via the move the company aim annual saving of some eur3m the main part of which are expected to be realized this year .
positive,several growth initiative in the chosen geographic area are already ongoing it continued noting lindex opened it first store in the czech republic this autumn in brno .
positive,2010 16 july 2010 - finnish steel maker rautaruukki oyj hel : rtrks or ruukki said today it turned to a net profit of eur20m in the second quarter of 2010 from a net loss of eur94m in the corresponding period last year .
positive,"3 february 2011 - finnish broadband data communication system provider teleste oyj hel : tlt1v said yesterday it net profit rocketed to eur4 .8 m in 2010 from eur416 ,000 in 2009 and it lifted it dividend proposal ."
positive,agreement with shb 30 december 2009 - finnish financial service group aktia hel : aktav ha concluded a market making agreement with svenska handelsbanken sto : shb a or shb the two party said today .
positive,austin texas sept. 6 texas department of transportation award contract for teleste video compression and distribution equipment .
positive,finnish consumer packaging manufacturer huhtamaki oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine month of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .
positive,finnish silicon wafer manufacturer okmetic oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine month of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .
neutral,glaston also ha efficiency measure in all other unit .
